,number,form.food.ate_past_24_h,form.food.nbr_eat_7_day,form.food.fooditem,food,nbr_food,number_meals,Ano,Mês,Dia,Cluster
1068,352,1,7.0,balahazo _maina,5,1.0,1.0,2018.0,agosto,7.0,Cluster 1
1069,6961,0,2.0,taboara,,,,,,,Cluster 0
1070,11615,0,1.0,vary,,,,,,,Cluster 0
1071,3812,1,21.0,balahazo _maina,,,,,,,Cluster 2
1072,7955,0,0.0,bageda,,,,,,,Cluster 0
1073,8370,1,7.0,ampemba,,,,,,,Cluster 1
1074,4272,1,2.0,pitipoa,,,,,,,Cluster 3
1075,4043,1,7.0,pitipoa,,,,,,,Cluster 1
1076,4530,1,3.0,voanemba,,,,,,,Cluster 3
1077,3181,1,14.0,ravi_balahazo,,,,,,,Cluster 2
1078,3851,1,7.0,bageda,,,,,,,Cluster 1
1079,6977,0,1.0,bageda,,,,,,,Cluster 0
1080,2321,1,10.0,ravina_hafa,,,,,,,Cluster 1
1081,11931,1,7.0,ampemba,,,,,,,Cluster 1
1082,3530,1,7.0,raketa_mena,,,,,,,Cluster 1
1083,1850,1,14.0,ampemba,,,,,,,Cluster 2
1084,9661,1,7.0,bageda,,,,,,,Cluster 1
1085,2191,1,7.0,bageda,,,,,,,Cluster 1
1086,3723,0,2.0,bageda,,,,,,,Cluster 0
1087,10711,1,2.0,raketa_ravina,,,,,,,Cluster 3
1088,190,1,7.0,raketa_mena,10 5,2.0,2.0,2019.0,setembro,19.0,Cluster 1
1089,7380,1,7.0,tsako,,,,,,,Cluster 1
1090,3900,1,3.0,tsako,,,,,,,Cluster 3
1091,6941,1,3.0,balahazo _maina,,,,,,,Cluster 3
1092,8610,1,2.0,antake,,,,,,,Cluster 3
1093,322,1,7.0,raketa_mena,5,1.0,3.0,2018.0,agosto,8.0,Cluster 1
1094,11361,1,7.0,bageda,,,,,,,Cluster 1
1095,6681,1,7.0,bageda,,,,,,,Cluster 1
1096,2476,0,0.0,ampemba,,,,,,,Cluster 0
1097,1550,1,2.0,tsako,,,,,,,Cluster 3
1098,6921,1,7.0,balahazo _maina,,,,,,,Cluster 1
1099,2830,1,3.0,raketa_mena,,,,,,,Cluster 3
1100,3732,1,7.0,ravina_hafa,,,,,,,Cluster 1
1101,10983,0,4.0,Menaka,,,,,,,Cluster 0
1102,12034,1,5.0,ampemba,,,,,,,Cluster 1
1103,75812,0,0.0,ravi_balahazo,,,,,,,Cluster 0
1104,6693,1,6.0,bageda,,,,,,,Cluster 1
1105,9340,1,7.0,raketa_mena,,,,,,,Cluster 1
1106,7883,1,5.0,ravina_hafa,,,,,,,Cluster 1
1107,10332,1,5.0,ravi_balahazo,,,,,,,Cluster 1
1108,5260,1,1.0,tsako,,,,,,,Cluster 3
1109,5921,1,5.0,voanemba,,,,,,,Cluster 3
1110,8235,0,2.0,ampemba,,,,,,,Cluster 0
1111,4103,1,7.0,balahazo _maina,,,,,,,Cluster 1
1112,8831,1,18.0,balahazo _maina,,,,,,,Cluster 2
1113,3492,1,7.0,raketa_mena,,,,,,,Cluster 1
1114,8771,1,7.0,balahazo _maina,,,,,,,Cluster 1
1115,2883,1,7.0,raketa_mena,,,,,,,Cluster 1
1116,12002,0,1.0,pitipoa,,,,,,,Cluster 0
1117,24712,0,0.0,vary,,,,,,,Cluster 0
1118,311,1,2.0,voanemba,,0.0,3.0,2018.0,agosto,8.0,Cluster 3
1119,7790,1,20.0,raketa_mena,,,,,,,Cluster 2
1120,4362,1,7.0,bageda,,,,,,,Cluster 1
1121,9120,1,4.0,ampemba,,,,,,,Cluster 3
1122,4581,1,3.0,ampemba,,,,,,,Cluster 3
1123,11691,1,7.0,ravi_balahazo,,,,,,,Cluster 1
1124,5171,1,2.0,voanemba,,,,,,,Cluster 3
1125,8741,1,5.0,voanemba,,,,,,,Cluster 3
1126,3715,1,6.0,Menaka,,,,,,,Cluster 1
1127,9730,1,5.0,tsako,,,,,,,Cluster 3
1128,2431,1,8.0,raketa_mena,,,,,,,Cluster 1
1129,11835,1,4.0,balahazo _maina,,,,,,,Cluster 3
1130,8501,0,4.0,balahazo _maina,,,,,,,Cluster 0
1131,8171,0,2.0,voanemba,,,,,,,Cluster 0
1132,5713,0,1.0,hena_omby,,,,,,,Cluster 0
1133,2660,0,2.0,tsako,,,,,,,Cluster 0
1134,3110,0,0.0,vihinja,,,,,,,Cluster 0
1135,147,0,4.0,balahazo _maina,1 10 12 18 2,5.0,3.0,2019.0,setembro,23.0,Cluster 0
1136,10964,1,7.0,bageda,,,,,,,Cluster 1
1137,10065,0,0.0,bageda,,,,,,,Cluster 0
1138,4331,1,7.0,bageda,,,,,,,Cluster 1
1139,4313,1,4.0,Menaka,,,,,,,Cluster 3
1140,1645,1,4.0,bageda,,,,,,,Cluster 3
1141,9862,1,7.0,raketa_mena,,,,,,,Cluster 1
1142,7500,1,10.0,raketa_mena,,,,,,,Cluster 1
1143,98913,0,0.0,katra,,,,,,,Cluster 0
1144,1501,1,5.0,Menaka,,,,,,,Cluster 1
1145,5310,1,7.0,raketa_mena,,,,,,,Cluster 1
1146,2032,1,7.0,bageda,,,,,,,Cluster 1
1147,6801,1,7.0,ampemba,,,,,,,Cluster 1
1148,11812,1,7.0,bageda,,,,,,,Cluster 1
1149,10510,1,15.0,raketa_mena,,,,,,,Cluster 2
1150,213,0,3.0,balahazo _maina,13,1.0,1.0,2019.0,setembro,14.0,Cluster 0
1151,9923,1,3.0,ravi_balahazo,,,,,,,Cluster 3
1152,9859,0,0.0,hena_hafa,,,,,,,Cluster 0
1153,9480,1,3.0,tsako,,,,,,,Cluster 3
1154,8050,0,0.0,tsako,,,,,,,Cluster 0
1155,121,0,1.0,voanemba,1 16,2.0,2.0,2018.0,agosto,4.0,Cluster 0
1156,7420,0,2.0,tsako,,,,,,,Cluster 0
1157,6981,0,2.0,taboara,,,,,,,Cluster 0
1158,4121,1,7.0,balahazo _maina,,,,,,,Cluster 1
1159,29711,0,0.0,pitipoa,,,,,,,Cluster 0
1160,2233,0,2.0,ampemba,,,,,,,Cluster 0
1161,8053,1,7.0,raketa_mena,,,,,,,Cluster 1
1162,9769,0,0.0,vokatra_azo_aminy_ronono,,,,,,,Cluster 0
1163,6831,1,7.0,bageda,,,,,,,Cluster 1
1164,8361,1,5.0,ravina_hafa,,,,,,,Cluster 1
1165,3915,1,1.0,balahazo _maina,,,,,,,Cluster 3
1166,231,1,4.0,balahazo _maina,16 5,2.0,2.0,2018.0,agosto,17.0,Cluster 3
1167,4271,1,7.0,Menaka,,,,,,,Cluster 1
1168,3051,1,2.0,bageda,,,,,,,Cluster 3
1169,8541,1,7.0,balahazo _maina,,,,,,,Cluster 1
1170,9373,1,3.0,Menaka,,,,,,,Cluster 3
1171,8350,1,12.0,raketa_mena,,,,,,,Cluster 2
1172,9491,1,7.0,bageda,,,,,,,Cluster 1
1173,9110,1,7.0,legumes_hafa,,,,,,,Cluster 1
1174,5334,0,5.0,hena_omby,,,,,,,Cluster 0
1175,10453,0,0.0,ampemba,,,,,,,Cluster 0
1176,5912,0,0.0,pitipoa,,,,,,,Cluster 0
1177,9899,1,1.0,vary,,,,,,,Cluster 3
1178,11134,1,7.0,ravina_hafa,,,,,,,Cluster 1
1179,10950,0,0.0,tsako,,,,,,,Cluster 0
1180,100,1,7.0,raketa_mena,13 16,2.0,2.0,2018.0,agosto,8.0,Cluster 1
1181,7972,0,0.0,raketa_ravina,,,,,,,Cluster 0
1182,2373,0,3.0,balahazo _maina,,,,,,,Cluster 0
1183,611,1,7.0,balahazo _maina,5,1.0,2.0,2019.0,agosto,20.0,Cluster 1
1184,9435,0,3.0,vary,,,,,,,Cluster 0
1185,440,1,7.0,raketa_mena,7,1.0,3.0,2019.0,setembro,17.0,Cluster 1
1186,4021,0,5.0,ampemba,,,,,,,Cluster 0
1187,2450,1,5.0,tsako,,,,,,,Cluster 3
1188,2370,1,2.0,tsako,,,,,,,Cluster 3
1189,8953,1,4.0,balahazo _maina,,,,,,,Cluster 3
1190,10820,1,14.0,raketa_mena,,,,,,,Cluster 2
1191,3973,1,7.0,ampemba,,,,,,,Cluster 1
1192,49910,0,0.0,vokatra_azo_aminy_ronono,,,,,,,Cluster 0
1193,582,1,7.0,balahazo _maina,1 16,2.0,3.0,2018.0,agosto,4.0,Cluster 1
1194,11993,1,1.0,bageda,,,,,,,Cluster 3
1195,1400,1,4.0,antake,,,,,,,Cluster 3
1196,34,0,0.0,balahazo _maina,1 16 5,3.0,1.0,2018.0,agosto,8.0,Cluster 0
1197,6222,1,7.0,Menaka,,,,,,,Cluster 1
1198,6402,1,2.0,antake,,,,,,,Cluster 3
1199,9161,1,7.0,bageda,,,,,,,Cluster 1
1200,9384,0,5.0,bageda,,,,,,,Cluster 0
1201,3431,1,7.0,raketa_mena,,,,,,,Cluster 1
1202,8972,0,2.0,bageda,,,,,,,Cluster 0
1203,6574,1,5.0,pitipoa,,,,,,,Cluster 1
1204,1474,1,7.0,ampemba,,,,,,,Cluster 1
1205,10963,0,3.0,pitipoa,,,,,,,Cluster 0
1206,11461,1,14.0,pitipoa,,,,,,,Cluster 2
1207,6802,1,7.0,balahazo _maina,,,,,,,Cluster 1
1208,4631,1,7.0,balahazo _maina,,,,,,,Cluster 1
1209,2665,0,0.0,,,,,,,,Cluster 0
1210,760,1,7.0,raketa_mena,1 16,2.0,2.0,2018.0,agosto,8.0,Cluster 1
1211,5331,1,7.0,voanemba,,,,,,,Cluster 1
1212,1360,0,1.0,tsako,,,,,,,Cluster 0
1213,4871,1,4.0,raketa_mena,,,,,,,Cluster 3
1214,11910,1,7.0,voanemba,,,,,,,Cluster 1
1215,6425,0,1.0,hazan-dranomasina,,,,,,,Cluster 0
1216,11660,1,7.0,ampemba,,,,,,,Cluster 1
1217,11202,1,7.0,antake,,,,,,,Cluster 1
1218,3862,0,1.0,taboara,,,,,,,Cluster 0
1219,761,1,7.0,ravina_hafa,16,1.0,5.0,2018.0,agosto,8.0,Cluster 1
1220,11602,0,0.0,taboara,,,,,,,Cluster 0
1221,1592,1,7.0,pitipoa,,,,,,,Cluster 1
1222,2396,0,0.0,hena_omby,,,,,,,Cluster 0
1223,8058,0,5.0,vary,,,,,,,Cluster 0
1224,10380,1,10.0,tsako,,,,,,,Cluster 1
1225,9982,1,14.0,raketa_mena,,,,,,,Cluster 2
1226,4724,0,3.0,hazan-dranomasina,,,,,,,Cluster 0
1227,6204,1,5.0,bageda,,,,,,,Cluster 1
1228,4680,1,7.0,balahazo _maina,,,,,,,Cluster 1
1229,9814,0,0.0,ravi_balahazo,,,,,,,Cluster 0
1230,2061,1,7.0,bageda,,,,,,,Cluster 1
1231,6990,1,7.0,ampemba,,,,,,,Cluster 1
1232,6434,1,3.0,bageda,,,,,,,Cluster 3
1233,3831,1,2.0,voanemba,,,,,,,Cluster 3
1234,3591,1,7.0,raketa_mena,,,,,,,Cluster 1
1235,8172,0,1.0,antake,,,,,,,Cluster 0
1236,5632,0,0.0,tsaramaso,,,,,,,Cluster 0
1237,11133,1,5.0,ampemba,,,,,,,Cluster 1
1238,2720,1,10.0,balahazo _maina,,,,,,,Cluster 1
1239,8301,1,7.0,raketa_mena,,,,,,,Cluster 1
1240,4781,1,7.0,voanemba,,,,,,,Cluster 1
1241,7250,1,7.0,voanemba,,,,,,,Cluster 1
1242,11111,1,7.0,bageda,,,,,,,Cluster 1
1243,8595,1,7.0,Menaka,,,,,,,Cluster 1
1244,9083,0,3.0,hazan-dranomasina,,,,,,,Cluster 0
1245,2663,1,3.0,vary,,,,,,,Cluster 3
1246,9570,1,7.0,balahazo _maina,,,,,,,Cluster 1
1247,10812,0,0.0,vokatra_azo_aminy_ronono,,,,,,,Cluster 0
1248,211,0,0.0,raketa_maitso/fotsy,,0.0,7.0,2019.0,setembro,14.0,Cluster 0
1249,10310,1,21.0,raketa_mena,,,,,,,Cluster 2
1250,10851,0,0.0,ampemba,,,,,,,Cluster 0
1251,3632,1,2.0,antake,,,,,,,Cluster 3
1252,7302,1,7.0,bageda,,,,,,,Cluster 1
1253,8232,0,1.0,tsaramaso,,,,,,,Cluster 0
1254,1940,1,3.0,ampemba,,,,,,,Cluster 3
1255,7340,1,7.0,balahazo _maina,,,,,,,Cluster 1
1256,1403,0,4.0,sakafo_hafa_soraty,,,,,,,Cluster 0
1257,10791,1,3.0,raketa_mena,,,,,,,Cluster 3
1258,5267,0,0.0,bageda,,,,,,,Cluster 0
1259,10801,1,2.0,balahazo _maina,,,,,,,Cluster 3
1260,5391,0,2.0,voanemba,,,,,,,Cluster 0
1261,1901,1,7.0,balahazo _maina,,,,,,,Cluster 1
1262,9642,1,7.0,Menaka,,,,,,,Cluster 1
1263,7152,0,7.0,bageda,,,,,,,Cluster 0
1264,9350,1,3.0,tsako,,,,,,,Cluster 3
1265,10611,1,5.0,balahazo _maina,,,,,,,Cluster 1
1266,10620,1,5.0,raketa_mena,,,,,,,Cluster 1
1267,4620,1,7.0,voanemba,,,,,,,Cluster 1
1268,9712,0,0.0,balahazo _maina,,,,,,,Cluster 0
1269,2800,1,7.0,tsako,,,,,,,Cluster 1
1270,11382,1,7.0,ampemba,,,,,,,Cluster 1
1271,303,1,3.0,ampemba,1 16 21 5,4.0,1.0,2018.0,agosto,8.0,Cluster 3
1272,1612,1,2.0,hazan-dranomasina,,,,,,,Cluster 3
1273,5100,1,7.0,raketa_mena,,,,,,,Cluster 1
1274,4999,0,0.0,hena_hafa,,,,,,,Cluster 0
1275,6610,1,3.0,balahazo _maina,,,,,,,Cluster 3
1276,8322,1,3.0,vary,,,,,,,Cluster 3
1277,6952,0,6.0,ravina_hafa,,,,,,,Cluster 0
1278,6732,1,7.0,balahazo _maina,,,,,,,Cluster 1
1279,9142,1,7.0,bageda,,,,,,,Cluster 1
1280,2412,1,7.0,raketa_mena,,,,,,,Cluster 1
1281,720,1,14.0,raketa_mena,10 5 6,3.0,2.0,2019.0,setembro,14.0,Cluster 2
1282,8731,1,4.0,Menaka,,,,,,,Cluster 3
1283,4780,1,7.0,tsako,,,,,,,Cluster 1
1284,1470,0,2.0,tsako,,,,,,,Cluster 0
1285,11090,1,7.0,ampemba,,,,,,,Cluster 1
1286,1880,1,7.0,bageda,,,,,,,Cluster 1
1287,3032,1,2.0,ravina_hafa,,,,,,,Cluster 3
1288,3600,1,3.0,tsako,,,,,,,Cluster 3
1289,4710,1,5.0,balahazo _maina,,,,,,,Cluster 1
1290,1731,1,7.0,balahazo _maina,,,,,,,Cluster 1
1291,10121,1,7.0,balahazo _maina,,,,,,,Cluster 1
1292,8850,1,7.0,tsako,,,,,,,Cluster 1
1293,10390,1,10.0,ampemba,,,,,,,Cluster 1
1294,12004,1,7.0,bageda,,,,,,,Cluster 1
1295,1210,1,12.0,tsako,1 2 7,3.0,3.0,2019.0,setembro,21.0,Cluster 2
1296,11604,1,7.0,balahazo _maina,,,,,,,Cluster 1
1297,6651,1,7.0,balahazo _maina,,,,,,,Cluster 1
1298,8470,1,7.0,balahazo _maina,,,,,,,Cluster 1
1299,7730,1,7.0,balahazo _maina,,,,,,,Cluster 1
1300,11833,1,7.0,Menaka,,,,,,,Cluster 1
1301,6452,1,5.0,balahazo _maina,,,,,,,Cluster 1
1302,9634,1,7.0,balahazo _maina,,,,,,,Cluster 1
1303,521,1,7.0,balahazo _maina,16,1.0,0.0,2018.0,agosto,7.0,Cluster 1
1304,2600,1,3.0,raketa_mena,,,,,,,Cluster 3
1305,1373,1,4.0,bageda,,,,,,,Cluster 3
1306,6826,1,2.0,bageda,,,,,,,Cluster 3
1307,10474,0,0.0,taboara,,,,,,,Cluster 0
1308,6150,1,7.0,ampemba,,,,,,,Cluster 1
1309,441,1,7.0,ravina_hafa,2 7,2.0,3.0,2019.0,setembro,17.0,Cluster 1
1310,8111,1,7.0,raketa_mena,,,,,,,Cluster 1
1311,29716,0,0.0,katra,,,,,,,Cluster 0
1312,7371,0,7.0,bageda,,,,,,,Cluster 0
1313,1392,1,7.0,Menaka,,,,,,,Cluster 1
1314,9855,0,2.0,raketa_mena,,,,,,,Cluster 0
1315,1661,1,7.0,balahazo _maina,,,,,,,Cluster 1
1316,3970,1,7.0,voanemba,,,,,,,Cluster 1
1317,10503,1,3.0,ravi_balahazo,,,,,,,Cluster 3
1318,5682,1,5.0,ravina_hafa,,,,,,,Cluster 1
1319,351,1,7.0,ravina_hafa,16 20 4,3.0,0.0,2018.0,agosto,7.0,Cluster 1
1320,531,1,6.0,balahazo _maina,16,1.0,3.0,2018.0,agosto,7.0,Cluster 1
1321,9882,1,7.0,raketa_mena,,,,,,,Cluster 1
1322,5394,0,0.0,balahazo _maina,,,,,,,Cluster 0
1323,11523,1,10.0,bageda,,,,,,,Cluster 1
1324,5510,1,7.0,balahazo _maina,,,,,,,Cluster 1
1325,150,0,7.0,tsako,2 25 5 7,4.0,3.0,2019.0,setembro,23.0,Cluster 0
1326,4070,1,4.0,antake,,,,,,,Cluster 3
1327,8760,1,15.0,balahazo _maina,,,,,,,Cluster 2
1328,9372,0,4.0,ampemba,,,,,,,Cluster 0
1329,1860,1,3.0,antake,,,,,,,Cluster 3
1330,11041,0,0.0,voanemba,,,,,,,Cluster 0
1331,4202,1,7.0,bageda,,,,,,,Cluster 1
1332,11171,0,5.0,ampemba,,,,,,,Cluster 0
1333,1670,1,3.0,tsako,,,,,,,Cluster 3
1334,11460,1,14.0,ampemba,,,,,,,Cluster 2
1335,1431,0,1.0,voanemba,,,,,,,Cluster 0
1336,8621,1,7.0,raketa_mena,,,,,,,Cluster 1
1337,1271,1,7.0,bageda,,,,,,,Cluster 1
1338,8942,1,3.0,bageda,,,,,,,Cluster 3
1339,9950,1,7.0,raketa_mena,,,,,,,Cluster 1
1340,1418,1,7.0,bageda,,,,,,,Cluster 1
1341,4022,1,7.0,Menaka,,,,,,,Cluster 1
1342,2411,0,1.0,voanemba,,,,,,,Cluster 0
1343,951,1,1.0,balahazo _maina,1 2 7,3.0,3.0,2019.0,setembro,14.0,Cluster 3
1344,743,0,5.0,pitipoa,16 5,2.0,1.0,2018.0,agosto,1.0,Cluster 0
1345,6962,1,4.0,ravina_hafa,,,,,,,Cluster 3
1346,314,0,0.0,taboara,,0.0,2.0,2018.0,agosto,8.0,Cluster 0
1347,8234,0,0.0,taboara,,,,,,,Cluster 0
1348,2150,0,3.0,tsako,,,,,,,Cluster 0
1349,4541,1,7.0,bageda,,,,,,,Cluster 1
1350,9754,1,3.0,raketa_mena,,,,,,,Cluster 3
1351,4641,0,0.0,voanemba,,,,,,,Cluster 0
1352,9792,0,0.0,raketa_maitso/fotsy,,,,,,,Cluster 0
1353,7440,1,7.0,antake,,,,,,,Cluster 1
1354,12090,1,7.0,balahazo _maina,,,,,,,Cluster 1
1355,1111,1,1.0,ravi_balahazo,5 7,2.0,2.0,2019.0,setembro,14.0,Cluster 3
1356,5671,1,7.0,balahazo _maina,,,,,,,Cluster 1
1357,11481,0,1.0,voanemba,,,,,,,Cluster 0
1358,10411,1,3.0,bageda,,,,,,,Cluster 3
1359,2630,1,4.0,raketa_mena,,,,,,,Cluster 3
1360,11645,0,4.0,bageda,,,,,,,Cluster 0
1361,5681,1,7.0,raketa_mena,,,,,,,Cluster 1
1362,11561,1,7.0,balahazo _maina,,,,,,,Cluster 1
1363,11241,1,7.0,balahazo _maina,,,,,,,Cluster 1
1364,6874,1,2.0,bageda,,,,,,,Cluster 3
1365,104712,0,0.0,bajiry,,,,,,,Cluster 0
1366,10621,1,6.0,balahazo _maina,,,,,,,Cluster 1
1367,3130,1,2.0,tsako,,,,,,,Cluster 3
1368,1120,1,14.0,balahazo _maina,1 10 12,3.0,3.0,2019.0,setembro,14.0,Cluster 2
1369,3914,0,1.0,pitipoa,,,,,,,Cluster 0
1370,9430,0,3.0,tsako,,,,,,,Cluster 0
1371,1461,1,7.0,balahazo _maina,,,,,,,Cluster 1
1372,11992,1,3.0,pitipoa,,,,,,,Cluster 3
1373,3801,1,16.0,bageda,,,,,,,Cluster 2
1374,7011,1,7.0,ampemba,,,,,,,Cluster 1
1375,9352,1,7.0,bageda,,,,,,,Cluster 1
1376,9382,1,7.0,ampemba,,,,,,,Cluster 1
1377,6761,1,4.0,bageda,,,,,,,Cluster 3
1378,5740,1,3.0,tsako,,,,,,,Cluster 3
1379,6131,1,7.0,bageda,,,,,,,Cluster 1
1380,1340,0,3.0,ampemba,,,,,,,Cluster 0
1381,3850,1,2.0,vary,,,,,,,Cluster 3
1382,11251,1,7.0,ampemba,,,,,,,Cluster 1
1383,10760,0,1.0,tsako,,,,,,,Cluster 0
1384,1361,0,1.0,voanemba,,,,,,,Cluster 0
1385,5040,1,21.0,raketa_mena,,,,,,,Cluster 2
1386,9660,1,7.0,ampemba,,,,,,,Cluster 1
1387,8251,1,7.0,ravina_hafa,,,,,,,Cluster 1
1388,4500,1,14.0,ampemba,,,,,,,Cluster 2
1389,3681,1,3.0,bageda,,,,,,,Cluster 3
1390,360,1,7.0,raketa_mena,1,1.0,2.0,2019.0,agosto,17.0,Cluster 1
1391,581,1,4.0,vokatra_azo_aminy_ronono,5,1.0,,2018.0,agosto,4.0,Cluster 3
1392,2122,0,5.0,sakafo_hafa_soraty,,,,,,,Cluster 0
1393,8280,1,7.0,raketa_mena,,,,,,,Cluster 1
1394,10792,1,2.0,balahazo _maina,,,,,,,Cluster 3
1395,5231,1,2.0,voanemba,,,,,,,Cluster 3
1396,1385,1,1.0,hena_hafa,,,,,,,Cluster 3
1397,1700,1,7.0,ravina_hafa,,,,,,,Cluster 1
1398,6070,1,7.0,raketa_mena,,,,,,,Cluster 1
1399,3702,1,7.0,balahazo _maina,,,,,,,Cluster 1
1400,6910,1,14.0,balahazo _maina,,,,,,,Cluster 2
1401,7884,0,0.0,pitipoa,,,,,,,Cluster 0
1402,7711,1,7.0,balahazo _maina,,,,,,,Cluster 1
1403,10630,1,7.0,antake,,,,,,,Cluster 1
1404,6674,1,2.0,bageda,,,,,,,Cluster 3
1405,3790,1,2.0,tsako,,,,,,,Cluster 3
1406,7472,1,2.0,balahazo _maina,,,,,,,Cluster 3
1407,5392,1,3.0,raketa_mena,,,,,,,Cluster 3
1408,6252,1,5.0,bageda,,,,,,,Cluster 1
1409,5691,1,6.0,balahazo _maina,,,,,,,Cluster 1
1410,4211,1,7.0,balahazo _maina,,,,,,,Cluster 1
1411,11120,1,1.0,tsako,,,,,,,Cluster 3
1412,9271,1,7.0,balahazo _maina,,,,,,,Cluster 1
1413,10976,1,7.0,bageda,,,,,,,Cluster 1
1414,4470,1,7.0,balahazo _maina,,,,,,,Cluster 1
1415,3420,1,14.0,tsako,,,,,,,Cluster 2
1416,6510,1,5.0,tsako,,,,,,,Cluster 3
1417,7264,1,3.0,balahazo _maina,,,,,,,Cluster 3
1418,3670,1,14.0,raketa_mena,,,,,,,Cluster 2
1419,11200,1,7.0,tsako,,,,,,,Cluster 1
1420,257,0,0.0,hena_hafa,16,1.0,2.0,2018.0,agosto,8.0,Cluster 0
1421,6660,1,3.0,ampemba,,,,,,,Cluster 3
1422,900,1,30.0,raketa_mena,1 10 28,3.0,3.0,2019.0,setembro,24.0,Cluster 2
1423,11140,1,1.0,voanemba,,,,,,,Cluster 3
1424,10962,1,4.0,ravina_hafa,,,,,,,Cluster 3
1425,285,0,1.0,bageda,12 2 21,3.0,3.0,2018.0,agosto,8.0,Cluster 0
1426,160,1,7.0,tsako,2 25 27 7,4.0,3.0,2019.0,setembro,24.0,Cluster 1
1427,3230,1,2.0,balahazo _maina,,,,,,,Cluster 3
1428,377,0,0.0,hena_omby,1 5,2.0,3.0,2019.0,setembro,24.0,Cluster 0
1429,3572,1,14.0,raketa_mena,,,,,,,Cluster 2
1430,1500,1,2.0,ampemba,,,,,,,Cluster 3
1431,7080,1,7.0,tsako,,,,,,,Cluster 1
1432,2262,1,7.0,bageda,,,,,,,Cluster 1
1433,1642,1,7.0,Menaka,,,,,,,Cluster 1
1434,8010,0,1.0,tsako,,,,,,,Cluster 0
1435,10721,1,3.0,balahazo _maina,,,,,,,Cluster 3
1436,11933,1,2.0,pitipoa,,,,,,,Cluster 3
1437,3633,0,4.0,taboara,,,,,,,Cluster 0
1438,2870,1,7.0,balahazo _maina,,,,,,,Cluster 1
1439,122,1,7.0,raketa_mena,16 5,2.0,3.0,2018.0,agosto,4.0,Cluster 1
1440,7280,1,2.0,tsako,,,,,,,Cluster 3
1441,10360,1,7.0,raketa_mena,,,,,,,Cluster 1
1442,1610,1,4.0,tsako,,,,,,,Cluster 3
1443,6991,1,7.0,ravina_hafa,,,,,,,Cluster 1
1444,7650,1,1.0,tsako,,,,,,,Cluster 3
1445,4773,1,7.0,pitipoa,,,,,,,Cluster 1
1446,2080,1,3.0,tsako,,,,,,,Cluster 3
1447,843,1,21.0,raketa_mena,16 5,2.0,1.0,2018.0,agosto,8.0,Cluster 2
1448,4856,1,7.0,ravina_hafa,,,,,,,Cluster 1
1449,4996,0,0.0,ampemba,,,,,,,Cluster 0
1450,8239,0,0.0,ravi_balahazo,,,,,,,Cluster 0
1451,10750,1,5.0,balahazo _maina,,,,,,,Cluster 1
1452,9671,1,7.0,balahazo _maina,,,,,,,Cluster 1
1453,9051,1,3.0,legumes_hafa,,,,,,,Cluster 3
1454,8651,1,7.0,balahazo _maina,,,,,,,Cluster 1
1455,6562,1,2.0,hazan-dranomasina,,,,,,,Cluster 3
1456,7430,1,7.0,raketa_mena,,,,,,,Cluster 1
1457,5380,1,0.0,tsako,,,,,,,Cluster 3
1458,1410,0,2.0,tsako,,,,,,,Cluster 0
1459,6772,1,3.0,ampemba,,,,,,,Cluster 3
1460,11291,1,3.0,voanemba,,,,,,,Cluster 3
1461,601,1,7.0,ampemba,16,1.0,2.0,2018.0,agosto,8.0,Cluster 1
1462,4340,1,7.0,balahazo _maina,,,,,,,Cluster 1
1463,11960,1,2.0,tsako,,,,,,,Cluster 3
1464,6411,1,3.0,antake,,,,,,,Cluster 3
1465,2911,1,3.0,ampemba,,,,,,,Cluster 3
1466,9980,0,1.0,tsako,,,,,,,Cluster 0
1467,10682,1,4.0,katra,,,,,,,Cluster 3
1468,3721,1,4.0,balahazo _maina,,,,,,,Cluster 3
1469,9040,1,3.0,tsako,,,,,,,Cluster 3
1470,8043,1,7.0,raketa_mena,,,,,,,Cluster 1
1471,7597,0,0.0,hena_omby,,,,,,,Cluster 0
1472,9082,1,7.0,Menaka,,,,,,,Cluster 1
1473,1790,1,5.0,sakafo_hafa_soraty,,,,,,,Cluster 1
1474,11961,1,3.0,voanemba,,,,,,,Cluster 3
1475,9757,0,0.0,raketa_ravina,,,,,,,Cluster 0
1476,10900,1,1.0,tsako,,,,,,,Cluster 3
1477,4462,0,7.0,balahazo _maina,,,,,,,Cluster 0
1478,11183,1,6.0,ravi_balahazo,,,,,,,Cluster 1
1479,1911,1,7.0,voanemba,,,,,,,Cluster 1
1480,8980,0,1.0,tsako,,,,,,,Cluster 0
1481,2151,0,3.0,voanemba,,,,,,,Cluster 0
1482,4571,1,4.0,ampemba,,,,,,,Cluster 3
1483,4024,1,4.0,balahazo _maina,,,,,,,Cluster 3
1484,11521,1,10.0,voanemba,,,,,,,Cluster 1
1485,11441,1,1.0,sakafo_hafa_soraty,,,,,,,Cluster 3
1486,2100,1,5.0,tsako,,,,,,,Cluster 3
1487,2860,1,1.0,tsako,,,,,,,Cluster 3
1488,7000,1,7.0,ampemba,,,,,,,Cluster 1
1489,8340,1,15.0,raketa_mena,,,,,,,Cluster 2
1490,1322,1,3.0,sakafo_ambaniny_tany_hafa,,,,,,,Cluster 3
1491,11141,1,7.0,pitipoa,,,,,,,Cluster 1
1492,3060,1,7.0,raketa_mena,,,,,,,Cluster 1
1493,3022,1,7.0,raketa_mena,,,,,,,Cluster 1
