,number,form.food.ate_past_24_h,form.food.nbr_eat_7_day,form.food.fooditem,food,nbr_food,number_meals,Ano,Mês,Dia,Cluster
635,6513,1,4.0,bageda,,,,,,,Cluster 3
636,4785,1,4.0,balahazo _maina,,,,,,,Cluster 3
637,10716,0,0.0,ravi_balahazo,,,,,,,Cluster 0
638,11734,1,3.0,bageda,,,,,,,Cluster 3
639,742,1,4.0,ravina_hafa,1 10 18 2 25 4 5 7,8.0,0.0,2019.0,setembro,14.0,Cluster 3
640,1803,1,6.0,taboara,,,,,,,Cluster 1
641,6261,1,7.0,ampemba,,,,,,,Cluster 1
642,4575,1,6.0,bageda,,,,,,,Cluster 1
643,8990,1,5.0,ampemba,,,,,,,Cluster 1
644,10841,1,7.0,balahazo _maina,,,,,,,Cluster 1
645,11091,1,7.0,bageda,,,,,,,Cluster 1
646,9210,1,7.0,tsako,,,,,,,Cluster 1
647,5000,1,3.0,vary,,,,,,,Cluster 3
648,4961,1,7.0,raketa_mena,,,,,,,Cluster 1
649,9772,1,7.0,raketa_mena,,,,,,,Cluster 1
650,3910,1,2.0,tsako,,,,,,,Cluster 3
651,373,1,21.0,raketa_mena,12 16 21 25 29 5,6.0,2.0,2019.0,setembro,23.0,Cluster 2
652,3791,1,2.0,ampemba,,,,,,,Cluster 3
653,4430,1,7.0,tsako,,,,,,,Cluster 1
654,8810,0,2.0,ampemba,,,,,,,Cluster 0
655,5050,1,14.0,balahazo _maina,,,,,,,Cluster 2
656,81,1,7.0,sakafo_ambaniny_tany_hafa,16,1.0,2.0,2018.0,agosto,8.0,Cluster 1
657,5881,1,14.0,balahazo _maina,,,,,,,Cluster 2
658,7061,1,7.0,balahazo _maina,,,,,,,Cluster 1
659,11172,0,2.0,Menaka,,,,,,,Cluster 0
660,8598,0,6.0,bageda,,,,,,,Cluster 0
661,9461,0,5.0,balahazo _maina,,,,,,,Cluster 0
662,11821,1,4.0,voanemba,,,,,,,Cluster 3
663,5742,1,2.0,ampemba,,,,,,,Cluster 3
664,6825,1,7.0,balahazo _maina,,,,,,,Cluster 1
665,10815,0,4.0,hazan-dranomasina,,,,,,,Cluster 0
666,6532,1,7.0,bageda,,,,,,,Cluster 1
667,3810,1,21.0,hena_omby,,,,,,,Cluster 2
668,4172,1,5.0,bageda,,,,,,,Cluster 1
669,2311,1,7.0,balahazo _maina,,,,,,,Cluster 1
670,80511,0,0.0,katra,,,,,,,Cluster 0
671,6571,1,5.0,voanemba,,,,,,,Cluster 3
672,9895,0,0.0,hena_omby,,,,,,,Cluster 0
673,12030,0,1.0,tsako,,,,,,,Cluster 0
674,4593,1,7.0,bageda,,,,,,,Cluster 1
675,4350,1,7.0,ampemba,,,,,,,Cluster 1
676,9681,1,4.0,voanemba,,,,,,,Cluster 3
677,7054,0,7.0,bageda,,,,,,,Cluster 0
678,259,1,2.0,vary,16 21 5,3.0,2.0,2018.0,agosto,8.0,Cluster 3
679,1511,1,5.0,voanemba,,,,,,,Cluster 3
680,7851,0,1.0,ampemba,,,,,,,Cluster 0
681,3113,0,2.0,ravi_balahazo,,,,,,,Cluster 0
682,10800,1,4.0,tsako,,,,,,,Cluster 3
683,9768,0,0.0,hena_hafa,,,,,,,Cluster 0
684,1730,1,7.0,raketa_mena,,,,,,,Cluster 1
685,4360,1,7.0,ampemba,,,,,,,Cluster 1
686,6943,0,2.0,bageda,,,,,,,Cluster 0
687,1580,1,4.0,tsako,,,,,,,Cluster 3
688,5540,1,4.0,balahazo _maina,,,,,,,Cluster 3
689,11542,1,7.0,bageda,,,,,,,Cluster 1
690,4273,1,3.0,balahazo _maina,,,,,,,Cluster 3
691,11071,1,7.0,bageda,,,,,,,Cluster 1
692,10281,1,3.0,raketa_mena,,,,,,,Cluster 3
693,9921,1,15.0,raketa_mena,,,,,,,Cluster 2
694,1910,0,2.0,tsako,,,,,,,Cluster 0
695,3561,0,0.0,voanemba,,,,,,,Cluster 0
696,844,0,0.0,taboara,5,1.0,2.0,2018.0,agosto,8.0,Cluster 0
697,7700,1,2.0,tsako,,,,,,,Cluster 3
698,3575,0,0.0,bageda,,,,,,,Cluster 0
699,1332,0,3.0,balahazo _maina,,,,,,,Cluster 0
700,1603,0,4.0,bageda,,,,,,,Cluster 0
701,7587,0,0.0,hena_hafa,,,,,,,Cluster 0
702,4380,1,7.0,antake,,,,,,,Cluster 1
703,7744,1,3.0,balahazo _maina,,,,,,,Cluster 3
704,4100,1,3.0,legumes_hafa,,,,,,,Cluster 3
705,6600,1,7.0,ampemba,,,,,,,Cluster 1
706,3441,1,7.0,raketa_mena,,,,,,,Cluster 1
707,8691,1,7.0,bageda,,,,,,,Cluster 1
708,9441,0,3.0,ampemba,,,,,,,Cluster 0
709,8814,1,2.0,bageda,,,,,,,Cluster 3
710,7660,1,6.0,raketa_mena,,,,,,,Cluster 1
711,851,1,2.0,ampemba,5,1.0,2.0,2018.0,agosto,8.0,Cluster 3
712,7954,1,1.0,balahazo _maina,,,,,,,Cluster 3
713,6750,1,7.0,ampemba,,,,,,,Cluster 1
714,11434,0,1.0,hena_hafa,,,,,,,Cluster 0
715,9250,1,7.0,balahazo _maina,,,,,,,Cluster 1
716,2383,0,2.0,ampemba,,,,,,,Cluster 0
717,560,1,2.0,antake,16 21,2.0,3.0,2018.0,agosto,8.0,Cluster 3
718,5700,1,1.0,tsako,,,,,,,Cluster 3
719,6640,1,2.0,balahazo _maina,,,,,,,Cluster 3
720,5371,1,7.0,raketa_mena,,,,,,,Cluster 1
721,7003,1,4.0,balahazo _maina,,,,,,,Cluster 3
722,149,0,2.0,katra,5 7,2.0,3.0,2019.0,setembro,23.0,Cluster 0
723,4102,1,7.0,Menaka,,,,,,,Cluster 1
724,2881,1,3.0,voanemba,,,,,,,Cluster 3
725,6494,1,5.0,bageda,,,,,,,Cluster 1
726,10410,1,7.0,balahazo _maina,,,,,,,Cluster 1
727,8611,0,1.0,legumes,,,,,,,Cluster 0
728,11682,1,2.0,Menaka,,,,,,,Cluster 3
729,3610,1,6.0,tsako,,,,,,,Cluster 1
730,1841,1,1.0,ravi_balahazo,,,,,,,Cluster 3
731,972,1,1.0,ravina_hafa,1 16 5,3.0,3.0,2018.0,agosto,17.0,Cluster 3
732,6432,1,5.0,ampemba,,,,,,,Cluster 1
733,7720,1,5.0,tsako,,,,,,,Cluster 3
734,10640,1,10.0,balahazo _maina,,,,,,,Cluster 1
735,3730,1,3.0,antake,,,,,,,Cluster 3
736,8191,1,7.0,raketa_mena,,,,,,,Cluster 1
737,5820,1,2.0,tsako,,,,,,,Cluster 3
738,3567,0,0.0,balahazo _maina,,,,,,,Cluster 0
739,3781,1,2.0,bageda,,,,,,,Cluster 3
740,4250,1,3.0,ampemba,,,,,,,Cluster 3
741,7291,1,7.0,bageda,,,,,,,Cluster 1
742,7331,1,7.0,bageda,,,,,,,Cluster 1
743,11261,1,7.0,bageda,,,,,,,Cluster 1
744,10181,1,4.0,raketa_ravina,,,,,,,Cluster 3
745,11412,1,7.0,sakafo_hafa_soraty,,,,,,,Cluster 1
746,2071,1,2.0,bageda,,,,,,,Cluster 3
747,7120,1,7.0,ampemba,,,,,,,Cluster 1
748,11952,1,7.0,Menaka,,,,,,,Cluster 1
749,845,0,0.0,voankazo_hafa,12 21 5,3.0,2.0,2018.0,agosto,8.0,Cluster 0
750,7431,1,7.0,balahazo _maina,,,,,,,Cluster 1
751,9654,1,7.0,pitipoa,,,,,,,Cluster 1
752,6760,1,3.0,balahazo _maina,,,,,,,Cluster 3
753,141,0,2.0,voanemba,1 10 18 2 21 25 27 29 7,9.0,2.0,2019.0,setembro,23.0,Cluster 0
754,9820,1,7.0,raketa_mena,,,,,,,Cluster 1
755,11150,1,7.0,ampemba,,,,,,,Cluster 1
756,920,1,8.0,raketa_mena,1 10,2.0,0.0,2019.0,setembro,9.0,Cluster 1
757,6783,1,3.0,Menaka,,,,,,,Cluster 3
758,5290,1,2.0,tsako,,,,,,,Cluster 3
759,3282,0,4.0,balahazo _maina,,,,,,,Cluster 0
760,1231,1,14.0,raketa_mena,,,,,,,Cluster 2
761,11371,1,7.0,bageda,,,,,,,Cluster 1
762,5610,1,5.0,tsako,,,,,,,Cluster 3
763,10930,1,7.0,balahazo _maina,,,,,,,Cluster 1
764,11701,1,2.0,ravina_hafa,,,,,,,Cluster 3
765,11622,1,7.0,balahazo _maina,,,,,,,Cluster 1
766,1840,1,7.0,raketa_mena,,,,,,,Cluster 1
767,603,1,5.0,pitipoa,16 4 6,3.0,3.0,2018.0,agosto,8.0,Cluster 1
768,9765,0,0.0,taboara,,,,,,,Cluster 0
769,9521,1,7.0,bageda,,,,,,,Cluster 1
770,4300,1,7.0,balahazo _maina,,,,,,,Cluster 1
771,317,0,0.0,hena_omby,4,1.0,1.0,2018.0,agosto,8.0,Cluster 0
772,7021,1,1.0,bageda,,,,,,,Cluster 3
773,11610,1,3.0,tsako,,,,,,,Cluster 3
774,9863,0,0.0,balahazo _maina,,,,,,,Cluster 0
775,11582,1,3.0,balahazo _maina,,,,,,,Cluster 3
776,7150,1,7.0,raketa_maitso/fotsy,,,,,,,Cluster 1
777,1291,1,7.0,bageda,,,,,,,Cluster 1
778,2,1,6.0,ravina_hafa,16 21,2.0,2.0,2018.0,agosto,17.0,Cluster 1
779,5920,1,2.0,tsako,,,,,,,Cluster 3
780,11671,1,17.0,bageda,,,,,,,Cluster 2
781,1472,1,2.0,antake,,,,,,,Cluster 3
782,8490,1,4.0,tsako,,,,,,,Cluster 3
783,3712,1,5.0,ampemba,,,,,,,Cluster 1
784,11471,1,3.0,vary,,,,,,,Cluster 3
785,5161,0,0.0,voanemba,,,,,,,Cluster 0
786,8129,0,0.0,vokatra_azo_aminy_ronono,,,,,,,Cluster 0
787,10170,1,7.0,raketa_mena,,,,,,,Cluster 1
788,8134,0,2.0,vary,,,,,,,Cluster 0
789,6141,1,5.0,bageda,,,,,,,Cluster 1
790,2021,1,7.0,balahazo _maina,,,,,,,Cluster 1
791,2441,1,7.0,raketa_mena,,,,,,,Cluster 1
792,730,1,14.0,raketa_mena,1 5 7,3.0,3.0,2019.0,setembro,14.0,Cluster 2
793,10830,1,6.0,tsako,,,,,,,Cluster 1
794,3350,1,18.0,raketa_mena,,,,,,,Cluster 2
795,600,1,5.0,raketa_mena,16,1.0,2.0,2018.0,agosto,8.0,Cluster 1
796,4101,0,2.0,ampemba,,,,,,,Cluster 0
797,1831,1,3.0,balahazo _maina,,,,,,,Cluster 3
798,180,1,7.0,raketa_mena,1 10 12 18 2 5,6.0,3.0,2019.0,setembro,23.0,Cluster 1
799,2730,0,2.0,tsako,,,,,,,Cluster 0
800,11360,1,5.0,balahazo _maina,,,,,,,Cluster 1
801,9900,1,7.0,balahazo _maina,,,,,,,Cluster 1
802,11731,1,7.0,ampemba,,,,,,,Cluster 1
803,4995,0,0.0,taboara,,,,,,,Cluster 0
804,4310,1,3.0,tsako,,,,,,,Cluster 3
805,8260,1,10.0,raketa_mena,,,,,,,Cluster 1
806,3170,1,1.0,vary,,,,,,,Cluster 3
807,880,1,4.0,raketa_mena,5 7,2.0,2.0,2019.0,setembro,23.0,Cluster 3
808,9845,0,0.0,raketa_ravina,,,,,,,Cluster 0
809,6270,1,15.0,ampemba,,,,,,,Cluster 2
810,3742,1,4.0,balahazo _maina,,,,,,,Cluster 3
811,2533,1,7.0,ravina_hafa,,,,,,,Cluster 1
812,6431,1,7.0,voanemba,,,,,,,Cluster 1
813,143,1,7.0,raketa_mena,1 10 12 5 7,5.0,3.0,2019.0,setembro,23.0,Cluster 1
814,4023,0,5.0,pitipoa,,,,,,,Cluster 0
815,3690,1,7.0,balahazo _maina,,,,,,,Cluster 1
816,1861,1,4.0,balahazo _maina,,,,,,,Cluster 3
817,11800,1,4.0,ampemba,,,,,,,Cluster 3
818,4140,1,7.0,taboara,,,,,,,Cluster 1
819,3866,0,4.0,bageda,,,,,,,Cluster 0
820,1088,0,0.0,ampemba,12 21 5,3.0,2.0,2018.0,agosto,8.0,Cluster 0
821,9670,1,7.0,voanemba,,,,,,,Cluster 1
822,9770,0,0.0,tsako,,,,,,,Cluster 0
823,1954,0,6.0,bageda,,,,,,,Cluster 0
824,5840,1,5.0,tsako,,,,,,,Cluster 3
825,8880,1,20.0,ampemba,,,,,,,Cluster 2
826,7263,1,5.0,pitipoa,,,,,,,Cluster 1
827,6662,1,5.0,pitipoa,,,,,,,Cluster 1
828,8360,1,3.0,raketa_mena,,,,,,,Cluster 3
829,5411,1,7.0,balahazo _maina,,,,,,,Cluster 1
830,3114,0,0.0,bageda,,,,,,,Cluster 0
831,7411,0,6.0,balahazo _maina,,,,,,,Cluster 0
832,11661,1,4.0,pitipoa,,,,,,,Cluster 3
833,5821,1,5.0,raketa_mena,,,,,,,Cluster 1
834,5190,1,4.0,tsako,,,,,,,Cluster 3
835,10770,1,2.0,tsako,,,,,,,Cluster 3
836,7241,0,1.0,hena_omby,,,,,,,Cluster 0
837,11061,1,3.0,voanemba,,,,,,,Cluster 3
838,104710,0,0.0,pitipoa,,,,,,,Cluster 0
839,1074,0,0.0,taboara,,0.0,2.0,2018.0,agosto,8.0,Cluster 0
840,2478,0,0.0,vokatra_azo_aminy_ronono,,,,,,,Cluster 0
841,1802,1,3.0,antake,,,,,,,Cluster 3
842,10850,0,4.0,tsako,,,,,,,Cluster 0
843,75916,0,0.0,bageda,,,,,,,Cluster 0
844,9484,1,7.0,bageda,,,,,,,Cluster 1
845,120,0,1.0,tsako,1 16,2.0,1.0,2018.0,agosto,4.0,Cluster 0
846,11573,0,2.0,ampemba,,,,,,,Cluster 0
847,9844,0,5.0,ampemba,,,,,,,Cluster 0
848,1750,1,4.0,ampemba,,,,,,,Cluster 3
849,11824,1,4.0,pitipoa,,,,,,,Cluster 3
850,7952,0,0.0,hena_omby,,,,,,,Cluster 0
851,9444,1,7.0,bageda,,,,,,,Cluster 1
852,371,0,0.0,voanemba,12 16 2 21 23 25 29 5 7,9.0,2.0,2019.0,setembro,23.0,Cluster 0
853,9870,1,5.0,tsako,,,,,,,Cluster 3
854,4854,0,0.0,taboara,,,,,,,Cluster 0
855,8720,1,7.0,balahazo _maina,,,,,,,Cluster 1
856,9843,0,3.0,taboara,,,,,,,Cluster 0
857,6591,1,7.0,ampemba,,,,,,,Cluster 1
858,11130,1,3.0,tsako,,,,,,,Cluster 3
859,7202,0,1.0,ravi_balahazo,,,,,,,Cluster 0
860,7341,1,7.0,bageda,,,,,,,Cluster 1
861,4221,1,7.0,bageda,,,,,,,Cluster 1
862,1077,1,7.0,ravina_hafa,1 12 16 5 6,5.0,1.0,2018.0,agosto,8.0,Cluster 1
863,8089,0,0.0,bageda,,,,,,,Cluster 0
864,8122,0,0.0,raketa_maitso/fotsy,,,,,,,Cluster 0
865,81711,0,3.0,vary,,,,,,,Cluster 0
866,75910,0,0.0,vihinja,,,,,,,Cluster 0
867,4800,1,10.0,raketa_mena,,,,,,,Cluster 1
868,8044,0,0.0,taboara,,,,,,,Cluster 0
869,1805,1,5.0,balahazo _maina,,,,,,,Cluster 1
870,6392,1,14.0,balahazo _maina,,,,,,,Cluster 2
871,5490,1,7.0,antake,,,,,,,Cluster 1
872,11644,1,7.0,balahazo _maina,,,,,,,Cluster 1
873,11832,1,7.0,ampemba,,,,,,,Cluster 1
874,7781,0,1.0,voanemba,,,,,,,Cluster 0
875,11851,1,4.0,voanemba,,,,,,,Cluster 3
876,7425,0,2.0,vary,,,,,,,Cluster 0
877,3001,1,6.0,balahazo _maina,,,,,,,Cluster 1
878,4441,1,7.0,ravi_balahazo,,,,,,,Cluster 1
879,2910,1,7.0,raketa_mena,,,,,,,Cluster 1
880,2102,1,2.0,balahazo _maina,,,,,,,Cluster 3
881,2070,1,1.0,ampemba,,,,,,,Cluster 3
882,11713,1,4.0,bageda,,,,,,,Cluster 3
883,1240,1,2.0,tsako,,,,,,,Cluster 3
884,8440,1,7.0,balahazo _maina,,,,,,,Cluster 1
885,10456,0,2.0,ravi_balahazo,,,,,,,Cluster 0
886,10951,0,0.0,voanemba,,,,,,,Cluster 0
887,11880,1,4.0,voanemba,,,,,,,Cluster 3
888,3371,1,4.0,ravi_balahazo,,,,,,,Cluster 3
889,6192,1,7.0,ravina_hafa,,,,,,,Cluster 1
890,472,1,7.0,balahazo _maina,10 2 25 27 28,5.0,2.0,2019.0,setembro,19.0,Cluster 1
891,4162,1,7.0,sakafo_ambaniny_tany_hafa,,,,,,,Cluster 1
892,4744,1,4.0,hazan-dranomasina,,,,,,,Cluster 3
893,2398,0,0.0,pitipoa,,,,,,,Cluster 0
894,81713,0,0.0,ravi_balahazo,,,,,,,Cluster 0
895,98517,0,0.0,katra,,,,,,,Cluster 0
896,5554,1,7.0,balahazo _maina,,,,,,,Cluster 1
897,6482,1,6.0,pitipoa,,,,,,,Cluster 1
898,9220,1,7.0,raketa_mena,,,,,,,Cluster 1
899,6403,1,2.0,raketa_mena,,,,,,,Cluster 3
900,8128,0,2.0,hena_hafa,,,,,,,Cluster 0
901,4855,0,0.0,ampemba,,,,,,,Cluster 0
902,4041,1,4.0,ampemba,,,,,,,Cluster 3
903,4141,1,7.0,balahazo _maina,,,,,,,Cluster 1
904,9090,1,2.0,ampemba,,,,,,,Cluster 3
905,29710,0,0.0,vihinja,,,,,,,Cluster 0
906,4846,1,7.0,katra,,,,,,,Cluster 1
907,8730,1,4.0,ravina_hafa,,,,,,,Cluster 3
908,2481,1,7.0,balahazo _maina,,,,,,,Cluster 1
909,8740,1,5.0,tsako,,,,,,,Cluster 3
910,2397,0,0.0,vihinja,,,,,,,Cluster 0
911,9231,1,7.0,antake,,,,,,,Cluster 1
912,1691,1,6.0,ravina_hafa,,,,,,,Cluster 1
913,7251,1,7.0,balahazo _maina,,,,,,,Cluster 1
914,5210,1,7.0,raketa_mena,,,,,,,Cluster 1
915,1600,1,4.0,ampemba,,,,,,,Cluster 3
916,8961,1,21.0,bageda,,,,,,,Cluster 2
917,6170,1,7.0,tsako,,,,,,,Cluster 1
918,1211,1,14.0,raketa_mena,1 7,2.0,2.0,2019.0,setembro,21.0,Cluster 2
919,3990,1,3.0,tsako,,,,,,,Cluster 3
920,9796,0,1.0,vokatra_azo_aminy_ronono,,,,,,,Cluster 0
921,849,0,0.0,hena_hafa,1 2,2.0,2.0,2018.0,agosto,8.0,Cluster 0
922,1570,1,7.0,ampemba,,,,,,,Cluster 1
923,7490,1,14.0,raketa_mena,,,,,,,Cluster 2
924,252,0,2.0,raketa_maitso/fotsy,12 16 21,3.0,2.0,2018.0,agosto,8.0,Cluster 0
925,11740,1,5.0,tsako,,,,,,,Cluster 3
926,6200,1,3.0,tsako,,,,,,,Cluster 3
927,3390,1,,raketa_mena,,,,,,,Cluster 1
928,98510,0,0.0,vihinja,,,,,,,Cluster 0
929,520,1,7.0,raketa_mena,1 16,2.0,1.0,2018.0,agosto,7.0,Cluster 1
930,7752,0,0.0,antake,,,,,,,Cluster 0
931,49916,1,7.0,ravi_balahazo,,,,,,,Cluster 1
932,1753,1,3.0,balahazo _maina,,,,,,,Cluster 3
933,61,0,0.0,voanemba,16 5,2.0,2.0,2018.0,agosto,8.0,Cluster 0
934,8613,1,5.0,ravina_hafa,,,,,,,Cluster 1
935,3190,1,7.0,raketa_mena,,,,,,,Cluster 1
936,6810,1,7.0,balahazo _maina,,,,,,,Cluster 1
937,8952,1,7.0,ampemba,,,,,,,Cluster 1
938,2521,1,7.0,raketa_mena,,,,,,,Cluster 1
939,4583,1,3.0,bageda,,,,,,,Cluster 3
940,9560,1,7.0,antake,,,,,,,Cluster 1
941,9622,1,7.0,bageda,,,,,,,Cluster 1
942,2384,0,2.0,pitipoa,,,,,,,Cluster 0
943,5273,0,0.0,antake,,,,,,,Cluster 0
944,1300,1,3.0,tsako,,,,,,,Cluster 3
945,5422,1,7.0,raketa_mena,,,,,,,Cluster 1
946,11870,1,7.0,balahazo _maina,,,,,,,Cluster 1
947,3911,1,1.0,legumes,,,,,,,Cluster 3
948,5281,0,0.0,voanemba,,,,,,,Cluster 0
949,4192,0,5.0,bageda,,,,,,,Cluster 0
950,3861,0,2.0,antake,,,,,,,Cluster 0
951,7830,1,21.0,raketa_mena,,,,,,,Cluster 2
952,2731,0,5.0,voanemba,,,,,,,Cluster 0
953,319,0,1.0,vokatra_azo_aminy_ronono,16 7,2.0,2.0,2018.0,agosto,8.0,Cluster 0
954,4032,1,4.0,ravina_hafa,,,,,,,Cluster 3
955,3121,1,14.0,ravina_hafa,,,,,,,Cluster 2
956,9520,1,7.0,balahazo _maina,,,,,,,Cluster 1
957,3720,1,7.0,ampemba,,,,,,,Cluster 1
958,9530,1,7.0,balahazo _maina,,,,,,,Cluster 1
959,1531,1,2.0,balahazo _maina,,,,,,,Cluster 3
960,10362,1,7.0,ravina_hafa,,,,,,,Cluster 1
961,10974,0,3.0,pitipoa,,,,,,,Cluster 0
962,11042,1,7.0,ampemba,,,,,,,Cluster 1
963,3031,1,7.0,raketa_mena,,,,,,,Cluster 1
964,4760,1,7.0,voanemba,,,,,,,Cluster 1
965,6407,1,7.0,balahazo _maina,,,,,,,Cluster 1
966,7442,1,7.0,balahazo _maina,,,,,,,Cluster 1
967,82311,0,0.0,sakafo_ambaniny_tany_hafa,,,,,,,Cluster 0
968,11384,1,7.0,pitipoa,,,,,,,Cluster 1
969,11064,0,0.0,raketa_maitso/fotsy,,,,,,,Cluster 0
970,12060,1,14.0,balahazo _maina,,,,,,,Cluster 2
971,5080,1,7.0,balahazo _maina,,,,,,,Cluster 1
972,7360,1,6.0,ampemba,,,,,,,Cluster 1
973,4574,1,7.0,balahazo _maina,,,,,,,Cluster 1
974,10591,1,5.0,ravi_balahazo,,,,,,,Cluster 1
975,11340,1,7.0,ampemba,,,,,,,Cluster 1
976,5810,1,7.0,balahazo _maina,,,,,,,Cluster 1
977,10340,1,7.0,raketa_mena,,,,,,,Cluster 1
978,2590,1,7.0,raketa_mena,,,,,,,Cluster 1
979,5233,1,3.0,balahazo _maina,,,,,,,Cluster 3
980,1491,1,21.0,bageda,,,,,,,Cluster 2
981,5611,1,7.0,raketa_mena,,,,,,,Cluster 1
982,1875,1,4.0,bageda,,,,,,,Cluster 3
983,1440,1,7.0,taboara,,,,,,,Cluster 1
984,989,0,0.0,hena_hafa,1 10 15 16 20 22 24 26 28 4 5 6 7 9,14.0,2.0,2018.0,agosto,7.0,Cluster 0
985,5990,1,14.0,raketa_mena,,,,,,,Cluster 2
986,10472,0,0.0,antake,,,,,,,Cluster 0
987,6823,1,2.0,ampemba,,,,,,,Cluster 3
988,8890,1,4.0,tsako,,,,,,,Cluster 3
989,2161,0,1.0,voanemba,,,,,,,Cluster 0
990,2221,1,6.0,bageda,,,,,,,Cluster 1
991,11070,1,7.0,voanemba,,,,,,,Cluster 1
992,11540,1,2.0,voanemba,,,,,,,Cluster 3
993,5601,1,7.0,ravina_hafa,,,,,,,Cluster 1
994,2474,1,23.0,raketa_mena,,,,,,,Cluster 2
995,6214,1,3.0,balahazo _maina,,,,,,,Cluster 3
996,4421,1,7.0,antake,,,,,,,Cluster 1
997,23910,1,5.0,balahazo _maina,,,,,,,Cluster 1
998,4701,1,3.0,bageda,,,,,,,Cluster 3
999,8852,1,7.0,balahazo _maina,,,,,,,Cluster 1
1000,1351,1,7.0,balahazo _maina,,,,,,,Cluster 1
1001,302,1,6.0,raketa_mena,1 12 16,3.0,2.0,2018.0,agosto,8.0,Cluster 1
1002,7171,1,7.0,bageda,,,,,,,Cluster 1
1003,5330,0,2.0,tsako,,,,,,,Cluster 0
1004,11504,0,2.0,pitipoa,,,,,,,Cluster 0
1005,11823,1,4.0,Menaka,,,,,,,Cluster 3
1006,1381,1,7.0,antake,,,,,,,Cluster 1
1007,1640,1,7.0,antake,,,,,,,Cluster 1
1008,9093,1,6.0,balahazo _maina,,,,,,,Cluster 1
1009,9911,1,7.0,raketa_ravina,,,,,,,Cluster 1
1010,2886,0,0.0,bageda,,,,,,,Cluster 0
1011,690,1,21.0,raketa_mena,1 10 5 7,4.0,3.0,2019.0,setembro,24.0,Cluster 2
1012,7910,1,7.0,tsako,,,,,,,Cluster 1
1013,8690,1,7.0,balahazo _maina,,,,,,,Cluster 1
1014,2640,1,30.0,raketa_mena,,,,,,,Cluster 2
1015,2542,0,0.0,ampemba,,,,,,,Cluster 0
1016,491,1,7.0,raketa_mena,2 27,2.0,3.0,2018.0,agosto,8.0,Cluster 1
1017,10480,1,3.0,tsako,,,,,,,Cluster 3
1018,11825,1,4.0,hazan-dranomasina,,,,,,,Cluster 3
1019,11662,0,5.0,hazan-dranomasina,,,,,,,Cluster 0
1020,10478,0,0.0,hena_hafa,,,,,,,Cluster 0
1021,842,0,0.0,antake,5,1.0,2.0,2018.0,agosto,8.0,Cluster 0
1022,6191,1,7.0,ampemba,,,,,,,Cluster 1
1023,5491,1,7.0,balahazo _maina,,,,,,,Cluster 1
1024,9111,1,7.0,ampemba,,,,,,,Cluster 1
1025,9813,0,1.0,balahazo _maina,,,,,,,Cluster 0
1026,5633,0,5.0,antake,,,,,,,Cluster 0
1027,11430,0,2.0,antake,,,,,,,Cluster 0
1028,6983,1,7.0,Menaka,,,,,,,Cluster 1
1029,3710,0,0.0,pitipoa,,,,,,,Cluster 0
1030,10600,0,2.0,raketa_mena,,,,,,,Cluster 0
1031,1950,0,3.0,tsako,,,,,,,Cluster 0
1032,11436,1,5.0,balahazo _maina,,,,,,,Cluster 1
1033,481,1,7.0,ravina_hafa,,0.0,,2018.0,agosto,17.0,Cluster 1
1034,9423,1,7.0,bageda,,,,,,,Cluster 1
1035,10475,0,0.0,voankazo_hafa,,,,,,,Cluster 0
1036,7441,1,4.0,raketa_mena,,,,,,,Cluster 3
1037,2900,1,7.0,tsako,,,,,,,Cluster 1
1038,3714,0,1.0,hena_hafa,,,,,,,Cluster 0
1039,4261,1,7.0,balahazo _maina,,,,,,,Cluster 1
1040,7970,0,5.0,tsako,,,,,,,Cluster 0
1041,971,1,1.0,raketa_mena,16 21 5,3.0,2.0,2018.0,agosto,17.0,Cluster 3
1042,11991,1,7.0,Menaka,,,,,,,Cluster 1
1043,11350,1,7.0,balahazo _maina,,,,,,,Cluster 1
1044,1460,1,7.0,ampemba,,,,,,,Cluster 1
1045,10452,1,21.0,raketa_mena,,,,,,,Cluster 2
1046,6380,1,21.0,ampemba,,,,,,,Cluster 2
1047,11581,1,7.0,Menaka,,,,,,,Cluster 1
1048,2740,1,14.0,raketa_mena,,,,,,,Cluster 2
1049,6982,0,4.0,ampemba,,,,,,,Cluster 0
1050,379,0,0.0,vihinja,1 2 7,3.0,3.0,2019.0,setembro,24.0,Cluster 0
1051,11843,1,3.0,balahazo _maina,,,,,,,Cluster 3
1052,8233,1,7.0,raketa_mena,,,,,,,Cluster 1
1053,4510,1,7.0,ampemba,,,,,,,Cluster 1
1054,4381,1,5.0,Menaka,,,,,,,Cluster 1
1055,10550,1,7.0,antake,,,,,,,Cluster 1
1056,5910,0,0.0,tsako,,,,,,,Cluster 0
1057,10673,1,2.0,balahazo _maina,,,,,,,Cluster 3
1058,10691,1,2.0,raketa_mena,,,,,,,Cluster 3
1059,9630,0,3.0,ampemba,,,,,,,Cluster 0
1060,4003,1,6.0,pitipoa,,,,,,,Cluster 1
1061,8491,1,15.0,ampemba,,,,,,,Cluster 2
1062,6161,1,7.0,voanemba,,,,,,,Cluster 1
1063,9434,1,2.0,pitipoa,,,,,,,Cluster 3
1064,10953,1,7.0,ravina_hafa,,,,,,,Cluster 1
1065,9320,1,3.0,tsako,,,,,,,Cluster 3
1066,4031,1,5.0,voanemba,,,,,,,Cluster 3
1067,3735,1,7.0,balahazo _maina,,,,,,,Cluster 1
